"Dynamic Send: Asset Title","Original Industry","Product Interest","Producer","Region","Country","Language","Contact Type","Company Size","Industry","Dynamic Send: Created Date","Start Date","Expiration Date","Sub-Region","Product","Dynamic Send: Record Type","Asset Type"
"6/10 Service Contact Center Webinar - Utilities Offer","","","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Manufacturing, Automotive & Energy","5/19/2026","5/21/2026","6/10/2026","United States","Agentforce Service","Industry","Webinar"
"Service Cloud Forrester Report","","Agentforce; Agentforce Commerce; Agentforce Consumer Goods; Agentforce Service; Service Cloud Essentials","Hassan Khider","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; GB","","5/13/2026","5/18/2026","7/31/2026","United States","Agentforce Service","Offer 2 Only","Digital Guide"
"How B2B Sales Teams Win With Digital Commerce","","Commerce B2B","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","5/4/2026","5/11/2026","","United States","Commerce B2B","Generic","Guide"
"B2B Storefront Tour","","Commerce B2B","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","5/4/2026","5/11/2026","","United States","Commerce B2B","Generic","Guided Tour"
"The Total Economic Impact? of Salesforce B2B Commerce","","Agentforce Commerce; Commerce B2B","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/14/2024","8/15/2024","8/31/2026","United States","Commerce B2B","Generic","Third-Party Research Report"
"CA_GFM_Agentforce Commerce_forrester-total-economic-impact-b2b-commerce","","Agentforce Automotive; Agentforce Commerce; Agentforce Communications; Agentforce Health; Agentforce Manufacturing; Agentforce Media; Commerce B2B","Stephen Clarke","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","5/27/2026","5/27/2026","5/27/2027","Canada","Commerce B2B","Generic","Third-Party Research Report"
"Zero Copy Partner Network Demo Playlist","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/3/2025","4/3/2025","7/10/2026","United States","Data 360","Generic","Demo"
"Zero Copy Demo","","Data 360; Einstein AI","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","2/20/2025","7/10/2026","Canada","Data 360","Generic","Demo"
"Zero Copy Demo","","Data 360; Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/16/2024","10/17/2024","7/10/2026","United States","Data 360","Generic","Demo"
"Data Activation Guide for Service","","Agentforce Service; Data 360; Einstein AI","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","2/6/2025","7/10/2026","Canada","Data 360","Generic","Digital Guide"
"Zero Copy Guide","","Data 360; Einstein AI","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","2/6/2025","7/10/2026","Canada","Data 360","Generic","Digital Guide"
"Data Activation Guide for Sales","","Agentforce Sales; Data 360; Einstein AI","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","2/20/2025","7/10/2026","Canada","Data 360","Generic","Digital Guide"
"Data Activation Guide for Service - Service Cloud UCR","","Agentforce Service","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/17/2024","10/17/2024","7/10/2026","United States","Data 360","Generic","Digital Guide"
"Data Activation Guide for Sales - Sales Cloud UCR","","Agentforce Sales","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/17/2024","10/17/2024","7/10/2026","United States","Data 360","Generic","Digital Guide"
"Data Activation Guide for Service","","Data 360; Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/9/2024","10/10/2024","7/10/2026","United States","Data 360","Generic","Digital Guide"
"Zero Copy Guide","","Data 360; Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/9/2024","10/10/2024","7/10/2026","United States","Data 360","Generic","Digital Guide"
"Data Activation Guide for Sales","","Data 360; Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/9/2024","10/10/2024","7/10/2026","United States","Data 360","Generic","Digital Guide"
"Data Governance for Agentforce Whitepaper","","Agentforce; Data 360; Einstein AI; Salesforce Customer 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/6/2025","3/6/2025","7/10/2026","United States","Data 360","Generic","Guide"
"Data Foundation for the Age of AI Guide - Data Cloud","","Data 360","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","4/25/2025","7/10/2026","Canada","Data 360","Generic","Guide"
"[US M-Pr] Data Foundation for the Age of AI Guide - Customer Sales","","Multi-Product","Sian Desmond","AMER","United States","English","Customer","SBE; SB; GRB; MM; GB; EBU","","10/1/2024","10/17/2024","7/10/2026","United States","Data 360","Generic","Guide"
"[US M-Pr] Data Foundation for the Age of AI Guide - Customer Not Sales","","Multi-Product","Sian Desmond","AMER","United States","English","Customer","SBE; SB; GRB; MM; GB; EBU","","10/1/2024","10/17/2024","7/10/2026","United States","Data 360","Generic","Guide"
"Data Foundation for the Age of AI Guide - CRM Analytics","","CRM Analytics","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","9/3/2024","9/5/2024","7/10/2026","United States","Data 360","Generic","Guide"
"Data Foundation for the Age of AI Guide - Data Cloud","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","7/22/2024","7/25/2024","7/10/2026","United States","Data 360","Generic","Guide"
"Real-Time Datasheet","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/3/2025","3/27/2025","7/10/2026","United States","Data 360","Generic","Infographic"
"Data Cloud One Data Sheet","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","2/6/2025","7/10/2026","United States","Data 360","Generic","Infographic"
"Unleashing Agentforce with Unified & Trusted Data","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","7/28/2025","8/7/2025","8/7/2026","United States","Data 360","Generic","On-Demand Webinar"
"Unlock the Power of Unstructured Data","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","7/28/2025","7/28/2025","7/31/2026","United States","Data 360","Generic","On-Demand Webinar"
"3/13 Data Cloud Webinar - On-demand Offer","","Agentforce; Data 360; Einstein AI; Salesforce Customer 360","Sian Desmond","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","3/18/2025","3/20/2025","3/12/2027","United States","Data 360","Generic","On-Demand Webinar"
"On Demand Webinar | Data Cloud One","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/3/2025","5/1/2025","7/10/2026","United States","Data 360","Generic","On-Demand Webinar"
"On Demand Webinar | Data Governance 10/9/24","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/3/2025","8/26/2025","","United States","Data 360","Generic","On-Demand Webinar"
"Data Cloud Trusted Data Foundation for Sales On-Demand Webinar","","Agentforce Sales; Data 360; Einstein AI","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","2/27/2025","7/10/2026","Canada","Data 360","Generic","On-Demand Webinar"
"Data Cloud Deliver Proactive Service On-Demand Webinar","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/16/2024","10/30/2024","7/10/2026","United States","Data 360","Generic","On-Demand Webinar"
"Data Cloud Trusted Data Foundation for Sales On-Demand Webinar","","Data 360; Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/16/2024","11/6/2024","7/10/2026","United States","Data 360","Generic","On-Demand Webinar"
"5/9/24 AI + Data On-Demand Webinar","","Data 360; Einstein AI; Salesforce Customer 360","Sian Desmond","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","7/10/2024","7/10/2024","7/10/2026","United States","Data 360","Generic","On-Demand Webinar"
"Gartner Magic Quadrant 2026","","Data 360","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2026","2/9/2026","1/31/2027","United States","Data 360","Generic","Research Reports"
"Data Cloud Trailhead","","Data 360; Einstein AI","Sian Desmond","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/28/2025","4/4/2025","7/10/2026","Canada","Data 360","Generic","Trailhead"
"Data Cloud Trailhead","","Agentforce Sales; Agentforce Service; Data 360; Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","6/12/2024","7/10/2024","7/10/2026","United States","Data 360","Generic","Trailhead"
"Data Cloud for Nonprofits Demo","","","Hassan Khider","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","Nonprofit","10/8/2024","10/15/2024","7/10/2026","United States","Data 360","Industry","Demo"
"Tech Data Cloud Guide","","","Setareh Fathi","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","High Tech","1/14/2026","1/14/2026","1/14/2027","United States","Data 360","Industry","Guide"
"ODW: High Tech + Data Cloud (Mural)","","","Karin Cayia","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","High Tech","7/16/2025","7/16/2025","7/16/2026","United States","Data 360","Industry","On-Demand Webinar"
"Clean Up the Chaos in Healthcare Data On Demand Webinar","","","Melissa Dryer","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","Healthcare & Life Sciences","10/3/2025","10/9/2025","10/6/2027","United States","Data 360","Industry","On-Demand Webinar"
"4/1 ODW Data to Action Media Webinar","","","Ray Liang","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","Communications & Media","5/12/2026","5/12/2026","5/12/2027","United States","Data 360","Industry","On-Demand Webinar"
"ODW: TTH Montway's Journey","","","Ray Liang","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","Travel, Transportation, & Hospitality","7/24/2025","7/25/2025","7/24/2026","United States","Data 360","Industry","On-Demand Webinar"
"CA State of Data & Analytics: Travel & Hospitality","","","Hassan Khider","AMER","Canada","English","Customer; Prospect","SB; GRB; MM; GB; EBU","Travel, Transportation, & Hospitality","5/20/2026","5/20/2026","5/19/2027","Canada","Data 360","Industry","State Of"
"State of Data & Analytics: Travel & Hospitality","","","Ray Liang","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","Travel, Transportation, & Hospitality","5/19/2026","5/19/2026","5/19/2027","United States","Data 360","Industry","State Of"
"6/17 CBS Webinar - Data 360 Offer 2 Only","","Data 360","Ray Liang","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","5/14/2026","5/14/2026","6/17/2026","United States","Data 360","Offer 2 Only","Webinar"
"Sandboxes Demo - CA","","Developer Services; Platform","Ryan See","AMER","Canada","English","Customer; Prospect","GRB; GB; EBU","","6/26/2025","7/4/2025","7/3/2026","Canada","Developer Services","Generic","Demo"
"Sandboxes Demo - US","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","6/26/2025","7/4/2025","7/3/2026","United States","Developer Services","Generic","Demo"
"The Five Stages of Agent and Application Lifecycle Management","","Developer Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","7/9/2025","7/10/2025","7/10/2026","United States","Developer Services","Generic","Guide"
"The Salesforce DevSecOps Guide - CA","","Developer Services; Platform","Ryan See","AMER","Canada","English","Customer; Prospect","GRB; GB; EBU","","6/27/2025","6/30/2025","6/30/2026","Canada","Developer Services","Generic","Guide"
"The Salesforce DevSecOps Guide - US","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","6/27/2025","6/30/2025","6/30/2026","United States","Developer Services","Generic","Guide"
"The Low-Code Playbook (Refresh 2025) - US","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","6/27/2025","7/3/2025","7/3/2026","United States","Developer Services","Generic","Guide"
"The Low-Code Playbook (Refresh 2025) - CA","","Developer Services; Platform","Ryan See","AMER","Canada","English","Customer; Prospect","GRB; GB; EBU","","6/27/2025","7/3/2025","7/3/2026","Canada","Developer Services","Generic","Guide"
"[VOD]:Elevate the Enterprise Dev Experience with Agentforce Vibes","","Developer Services; Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","5/20/2026","5/26/2026","5/26/2028","United States","Developer Services","Generic","On-Demand Webinar"
"[VOD]:How to Accelerate Delivery: Matching Dev Motions to Business Needs","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","4/22/2026","4/23/2026","4/23/2027","United States","Developer Services","Generic","On-Demand Webinar"
"3/17:[VOD]-From Dev to Deploy","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","4/21/2026","4/23/2026","4/23/2027","United States","Developer Services","Generic","On-Demand Webinar"
"[VOD]:Driving Continuous Improvement for Agents & Apps","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","12/4/2025","12/5/2025","12/4/2026","United States","Developer Services","Generic","On-Demand Webinar"
"[VOD]:ALM 3rdParty Webinar","","Developer Services; Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","10/6/2025","10/16/2025","10/16/2026","United States","Developer Services","Generic","On-Demand Webinar"
"State of IT Report 4th Edition: AI & App Development","","Developer Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","7/8/2025","7/10/2025","7/10/2026","United States","Developer Services","Generic","Research Reports"
"CA Low Code Playbook Comms & Media","","","Hassan Khider","AMER","Canada","English","Customer; Prospect","GRB; MM; GB; EBU","Communications & Media","3/31/2026","3/31/2026","","Canada","Developer Services","Industry","Guide"
"The Low Code Playbook","","","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","High Tech","7/16/2025","7/16/2025","7/10/2026","United States","Developer Services","Industry","Guide"
"Low Code Playbook Comms & Media","","","Setareh Fathi","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","Communications & Media","2/18/2026","2/18/2026","","United States","Developer Services","Industry","Guide"
"The Low Code Playbook guide CA - Dev Services","","","Setareh Fathi","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","High Tech","11/20/2025","11/20/2025","11/20/2026","Canada","Developer Services","Industry","Guide"
"Portfolio_AI Readiness Assessment FY25Q4","","Einstein AI; Platform; Salesforce Customer 360","Ray Liang","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","3/10/2025","3/10/2025","7/10/2026","United States","Einstein AI","Generic","Digital Guide"
"Agentic AI Accelerator Kit","","Einstein AI","Hassan Khider","AMER","Canada","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","10/21/2025","11/3/2025","10/21/2026","Canada","Einstein AI","Generic","Guide"
"[US M-Pr] Trends in AI for CRM Report - NOT Marketing & IT","","Multi-Product","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/1/2024","10/17/2024","7/10/2026","United States","Einstein AI","Generic","State Of"
"[US M-Pr] Trends in AI for CRM Report - Marketing & IT","","Multi-Product","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/1/2024","10/17/2024","7/10/2026","United States","Einstein AI","Generic","State Of"
"Trends in AI for CRM Report","","Einstein AI","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/1/2024","8/8/2024","7/10/2026","United States","Einstein AI","Generic","State Of"
"On-Demand Webinar | Uncover the Top 5 AI Use Cases that Drive Cost-Efficient","","","Karin Cayia","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","High Tech","5/13/2025","5/13/2025","10/29/2026","Canada","Einstein AI","Industry","Video (Non Demo)"
"On-Demand Webinar | Uncover the Top 5 AI Use Cases that Drive Cost-Efficient","","","Karin Cayia","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","High Tech","11/21/2024","12/3/2024","10/29/2026","United States","Einstein AI","Industry","Video (Non Demo)"
"3/4 On-Demand Great Wolf Lodge Webinar - Prospect","","Data 360; Marketing Cloud","Ray Liang","AMER","United States","English","Prospect","GRB; MM; GB; EBU","","3/24/2025","3/24/2025","3/4/2027","United States","Loyalty Management","Generic","On-Demand Webinar"
"3/4 On-Demand Great Wolf Lodge Webinar - Customer","","Data 360; Marketing Cloud","Ray Liang","AMER","United States","English","Customer","GRB; MM; GB; EBU","","3/24/2025","3/24/2025","3/4/2027","United States","Loyalty Management","Generic","On-Demand Webinar"
"Retail Loyalty Program Guide","","","Ryan See","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","Retail & CG","4/3/2025","4/3/2025","7/10/2026","United States","Loyalty Management","Industry","Guide"
"Two-way Conversations Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","5/19/2026","5/20/2026","","Canada","Marketing Cloud","Generic","Demo"
"Distributed Marketing Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","4/30/2026","5/13/2026","","Canada","Marketing Cloud","Generic","Demo"
"Cross-Channel B2B Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","4/30/2026","5/11/2026","","Canada","Marketing Cloud","Generic","Demo"
"Marketing Cloud Next Personalization Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","4/30/2026","5/5/2026","4/30/2027","Canada","Marketing Cloud","Generic","Demo"
"Agentforce MKTG: Ready-to-use Agents Playlist","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","4/30/2026","5/1/2026","4/30/2027","Canada","Marketing Cloud","Generic","Demo"
"Marketing Cloud Demo FY27 Refresh","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","4/30/2026","5/1/2026","1/31/2027","Canada","Marketing Cloud","Generic","Demo"
"B2B Marketing Sales Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","4/30/2026","5/5/2026","","Canada","Marketing Cloud","Generic","Demo"
"Distributed Marketing Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/21/2026","4/23/2026","","United States","Marketing Cloud","Generic","Demo"
"Two-way Conversations Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","4/21/2026","5/20/2026","","United States","Marketing Cloud","Generic","Demo"
"Cross-Channel B2B Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/6/2026","4/21/2026","","United States","Marketing Cloud","Generic","Demo"
"Agentforce Marketing Harbor Cruise Demo SL B","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","2/2/2026","2/2/2026","","United States","Marketing Cloud","Generic","Demo"
"Agentforce Marketing Harbor Cruise Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","2/2/2026","2/2/2026","","United States","Marketing Cloud","Generic","Demo"
"B2B Marketing Sales Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","2/2/2026","2/2/2026","","United States","Marketing Cloud","Generic","Demo"
"Marketing Intelligence Demo CA -Remove mm","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","SB; GRB; GB; EBU","","1/28/2026","1/28/2026","7/10/2026","Canada","Marketing Cloud","Generic","Demo"
"Marketing Cloud Demo FY27 Refresh","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/20/2026","1/22/2026","8/4/2026","United States","Marketing Cloud","Generic","Demo"
"Marketing Cloud Next Personalization Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","9/25/2025","10/13/2025","9/25/2026","United States","Marketing Cloud","Generic","Demo"
"Unified Conversations Demo NEW CA","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","9/12/2025","9/12/2025","7/10/2026","Canada","Marketing Cloud","Generic","Demo"
"Marketing Cloud Demo 7.24.25 Refresh - Service Version B","","Agentforce Service","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/14/2025","8/14/2025","8/4/2026","United States","Marketing Cloud","Generic","Demo"
"Agentforce MKTG: Ready-to-use Agents Playlist","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/1/2025","8/5/2025","8/4/2026","United States","Marketing Cloud","Generic","Demo"
"Marketing Cloud Demo 7.24.25 Refresh - Service Version","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/1/2025","8/14/2025","8/4/2026","United States","Marketing Cloud","Generic","Demo"
"Personalization Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/22/2025","4/28/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Marketing Intelligence Demo","","Marketing Cloud; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","2/24/2025","2/26/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Agentforce Campaigns Demo (SL-A)","","Marketing Cloud","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/13/2025","1/30/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Unified Conversations Demo NEW TOO","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/10/2025","1/10/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Marketing Cloud and Data Cloud Demo (SL-A)","","Marketing Cloud","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","12/18/2024","1/8/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Marketing and Service Demo - Whatsapp/Journey Builder (SL-B)","","Marketing Cloud","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","12/5/2024","12/5/2024","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Marketing and Service Demo - Whatsapp/Journey Builder (SL-A)","","Marketing Cloud","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","12/3/2024","12/5/2024","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Engagement Demo - MM, GB, EBU","","Marketing Cloud; Marketing Cloud (Social)","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","9/24/2024","9/24/2024","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"[US M-Pr] Personalization Demo","","Multi-Product","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/12/2025","6/12/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"[US M-Pr] Engagement Demo","","Multi-Product","Sian Desmond","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/21/2025","3/21/2025","7/10/2026","United States","Marketing Cloud","Generic","Demo"
"Why Vendor Consolidation is the Right Strategy for Businesses Today (MM+)","","Marketing Cloud","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/4/2026","7/10/2026","Canada","Marketing Cloud","Generic","Digital Guide"
"How Agentic Automation Helps You Build Lasting Customer Relationships (SL-A) CA","","Marketing Cloud","Melissa Dryer","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/4/2026","7/10/2026","Canada","Marketing Cloud","Generic","Digital Guide"
"How Agentic Automation Helps You Build Lasting Customer Relationships (SL-A)","","Marketing Cloud","Melissa Dryer","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/4/2026","7/10/2026","United States","Marketing Cloud","Generic","Digital Guide"
"4 Steps to Connected Marketing and Service Experiences","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","2/4/2026","2/4/2026","7/10/2026","United States","Marketing Cloud","Generic","Digital Guide"
"Interactive Customer Journey Map New Targeting","","Marketing Cloud","Melissa Dryer","AMER","United States","English","Customer","SBE; SB; GRB; MM; GB; EBU","","1/28/2026","1/28/2026","7/10/2026","United States","Marketing Cloud","Generic","Digital Guide"
"Interactive Customer Journey Map CA","","Marketing Cloud","Melissa Dryer","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","9/12/2025","9/12/2025","7/10/2026","Canada","Marketing Cloud","Generic","Digital Guide"
